394/0834,QUEEN SONJA TP VOL 05 ASCENDANCY,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0835,QUEEN SONJA TP VOL 06 HEAVY IS THE CROWN,,20.75,,,D. E./DYNAMITE ENTERTAINMENT
394/0836,RED SONJA ATLANTIS RISES TP,,12.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0837,RED SONJA REVENGE OF THE GODS TP,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0838,RED SONJA WORLDS AWAY TP VOL 01,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0839,RED SONJA WORLDS AWAY TP VOL 02,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0840,RED SONJA WORLDS AWAY TP VOL 03 HELL OR HYRKANIA,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0841,RED SONJA WORLDS AWAY TP VOL 04 BLADE SKATH,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0842,RED SONJA WORLDS AWAY TP VOL 05 END OF ROAD,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0843,RED SONJA GAIL SIMONE TP VOL 03 FORGIVING OF MONSTERS,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0844,ARMY OF DARKNESS 1979 #1 CVR A ALEXANDER,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0845,ARMY OF DARKNESS 1979 #1 CVR B SUYDAM,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0846,ARMY OF DARKNESS 1979 #1 CVR C YOON,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0847,ARMY OF DARKNESS 1979 #1 CVR D SAYGER,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0848,ARMY OF DARKNESS 1979 #1 CVR E BLANK AUTHENTIX,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0856,ARMY OF DARKNESS 1979 #1 CVR M BARNES SGN ATLAS ED,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0857,ARMY OF DARKNESS 1979 #1 CVR N ALEXANDER PREMIUM METAL,,59.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0858,ARMY OF DARKNESS 1979 #1 CVR O SUYDAM LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0859,ARMY OF DARKNESS 1979 #1 CVR P ALEXANDER LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0860,ARMY OF DARKNESS 1979 #1 CVR Q SAYGER LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0861,ARMY OF DARKNESS ASH GETS HITCHED TP,,11.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0862,ARMY OF DARKNESS ASH IN SPACE TP,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0863,ARMY OF DARKNESS ASH SAVES OBAMA TP,,11.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0864,ARMY OF DARKNESS BUBBA HOTEP TP,,12.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0865,ARMY OF DARKNESS LEAGUE OF LIGHT TP,,18.25,,,D. E./DYNAMITE ENTERTAINMENT
394/0866,ARMY OF DARKNESS OMNIBUS TP VOL 01,,20.75,,,D. E./DYNAMITE ENTERTAINMENT
394/0867,ARMY OF DARKNESS OMNIBUS TP VOL 02,,20.75,,,D. E./DYNAMITE ENTERTAINMENT
394/0868,ARMY OF DARKNESS TP VOL 02 KING IS DEAD LONG LIVE THE QUEEN,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0869,ARMY OF DARKNESS TP VOL 04 OLD SCHOOL,,11.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0870,ARMY OF DARKNESS TP VOL 07 LONG ROAD HOME,,11.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0871,ARMY OF DARKNESS TP VOL 08 HOME SWEET HELL,,11.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0872,ARMY OF DARKNESS TP VOL 09 HELLBILLIES & DEADNECKS,,12.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0873,ARMY OF DARKNESS XENA FOREVER AND A DAY TP,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0874,ASH & THE ARMY OF DARKNESS TP,,18.25,,,D. E./DYNAMITE ENTERTAINMENT
394/0875,VAMPIRELLA ARMY OF DARKNESS TP,,11.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0876,XENA ARMY OF DARKNESS TP VOL 02 WHAT AGAIN,,12.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0877,VAMPIVERSE #1 CVR A HUGHES,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0878,VAMPIVERSE #1 CVR B SEGOVIA,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0879,VAMPIVERSE #1 CVR C SANAPO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0880,VAMPIVERSE #1 CVR D HETRICK,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0881,VAMPIVERSE #1 CVR E COSPLAY,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0882,VAMPIVERSE #1 CVR F BLANK AUTHENTIX,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0883,VAMPIVERSE #1 CVR G 1-10 SEGOVIA LINE ART,,5.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0884,VAMPIVERSE #1 CVR H 1-20 HUGHES LINE ART,,11.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0889,VAMPIVERSE #1 CVR M HUGHES SGN ATLAS ED,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0890,VAMPIVERSE #1 CVR N HUGHES PREMIUM METAL,,59.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0891,VAMPIVERSE #1 CVR O COSPLAY SGN ED,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0892,VAMPIVERSE #1 CVR P HUGHES LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0893,VAMPIVERSE #1 CVR Q HETRICK LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0894,VAMPIVERSE #1 CVR R SANAPO LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0895,VENGEANCE VAMPIRELLA TP VOL 01 REBIRTH,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0896,VAMPIRELLA SEDUCTION OF THE INNOCENT 01,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0897,VAMPIRELLA RED SONJA TP VOL 01 THESE DARK SYNCHRONICITIES,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0898,HACK SLASH VS VAMPIRELLA TP,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0899,VAMPIRELLA MASTERS SERIES TP VOL 01 GRANT MORRISON,,18.25,,,D. E./DYNAMITE ENTERTAINMENT
394/0900,VAMPIRELLA MASTERS SERIES TP VOL 03 MARK MILLAR,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0901,VAMPIRELLA MASTERS SERIES TP VOL 04 VISIONARIES ALAN MOORE,,12.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0902,VAMPIRELLA MASTERS SERIES TP VOL 05 KURT BUSIEK,,18.25,,,D. E./DYNAMITE ENTERTAINMENT
394/0903,VAMPIRELLA MASTERS SERIES TP VOL 06 JAMES ROBINSON,,12.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0904,VAMPIRELLA MASTERS SERIES TP VOL 07 MARK MILLAR,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0905,VAMPIRELLA MASTERS SERIES TP VOL 08 MIKE CAREY & MORE,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0906,RED SONJA BLACK WHITE RED #3 CVR A PARRILLO,,3.85,,,D. E./DYNAMITE ENTERTAINMENT
394/0907,RED SONJA BLACK WHITE RED #3 CVR B IZAAKSE,,3.85,,,D. E./DYNAMITE ENTERTAINMENT
394/0908,RED SONJA BLACK WHITE RED #3 CVR C LAU,,3.85,,,D. E./DYNAMITE ENTERTAINMENT
394/0909,RED SONJA BLACK WHITE RED #3 CVR D COSPLAY,,3.85,,,D. E./DYNAMITE ENTERTAINMENT
394/0910,RED SONJA BLACK WHITE RED #3 CVR E 1-10 PARRILLO TINTED,,5.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0911,RED SONJA BLACK WHITE RED #3 CVR F 1-15 LAU B&W LINE ART,,9.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0914,RED SONJA BLACK WHITE RED #3 CVR I PARRILLO LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0915,RED SONJA BLACK WHITE RED #3 CVR I IZAAKSE LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0916,BARBARELLA #3 CVR A PARRILLO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0917,BARBARELLA #3 CVR B CHEW,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0918,BARBARELLA #3 CVR C COHEN,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0919,BARBARELLA #3 CVR D CELINA,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0920,BARBARELLA #3 CVR E COSPLAY,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0921,BARBARELLA #3 CVR F 1-10 PARRILLO B&W,,5.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0922,BARBARELLA #3 CVR G 1-15 KROME ORIGINAL,,9.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0923,BARBARELLA #3 CVR H 1-20 COHEN B&W,,11.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0925,BARBARELLA #3 CVR J PARRILLO LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0926,BARBARELLA #3 CVR K CHEW LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0927,BARBARELLA #3 CVR L COHEN LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0928,BETTIE PAGE & CURSE OF THE BANSHEE #4 CVR A MYCHAELS,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0929,BETTIE PAGE & CURSE OF THE BANSHEE #4 CVR B LINSNER,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0930,BETTIE PAGE & CURSE OF THE BANSHEE #4 CVR C MOONEY,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0931,BETTIE PAGE & CURSE OF THE BANSHEE #4 CVR D COSPLAY,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0932,BETTIE PAGE & CURSE OF THE BANSHEE #4 CVR E BETTIE PAGE PIN UP,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0933,BETTIE PAGE & CURSE OF THE BANSHEE #4 CVR F 1-10 MOONEY B&W,,5.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0934,BETTIE PAGE & CURSE OF THE BANSHEE #4 CVR G 1-15 COSPLAY B&W,,9.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0936,BETTIE PAGE & CURSE OF THE BANSHEE #4 CVR I BLACK BAG PHOTO (MR),,7.4,,,D. E./DYNAMITE ENTERTAINMENT
394/0937,BETTIE PAGE & CURSE OF THE BANSHEE #4 CVR J LINSNER LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0938,BETTIE PAGE & CURSE OF THE BANSHEE #4 CVR K MYCHAELS LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0939,BETTIE PAGE UNBOUND TP VOL 02,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0940,BETTIE PAGE UNBOUND TP VOL 01,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0941,BETTIE PAGE TP VOL 01 BETTIE IN HOLLYWOOD,,12.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0942,BETTIE PAGE TP VOL 02 MODEL AGENT,,12.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0943,BETTIE PAGE PRINCESS & THE PINUP TP,,14.5,,,D. E./DYNAMITE ENTERTAINMENT
394/0944,BETTIE PAGE QUEEN NILE TP,,12.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0945,DEJAH THORIS VS JOHN CARTER OF MARS #3 CVR A PARRILLO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0946,DEJAH THORIS VS JOHN CARTER OF MARS #3 CVR B LINSNER,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0947,DEJAH THORIS VS JOHN CARTER OF MARS #3 CVR C MIRACOLO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0948,DEJAH THORIS VS JOHN CARTER OF MARS #3 CVR D COSPLAY,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0949,DEJAH THORIS VS JOHN CARTER OF MARS #3 CVR E 1-10 MIRACOLO B&W,,5.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0954,DEJAH THORIS VS JOHN CARTER OF MARS #3 CVR J PARRILLO LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0955,DEJAH THORIS VS JOHN CARTER OF MARS #3 CVR K LINSNER LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0956,DIE!NAMITE LIVES #4 CVR A PARRILLO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0957,DIE!NAMITE LIVES #4 CVR B SUYDAM,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0958,DIE!NAMITE LIVES #4 CVR C LINSNER,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0959,DIE!NAMITE LIVES #4 CVR D ACOSTA,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0960,DIE!NAMITE LIVES #4 CVR E COSPLAY,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0961,DIE!NAMITE LIVES #4 CVR F 1-10 SUYDAM B&W,,5.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0965,DIE!NAMITE LIVES #4 CVR J PARRILLO LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0966,DIE!NAMITE LIVES #4 CVR K SUYDAM LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0967,ELVIRA MEETS VINCENT PRICE #2 CVR A ACOSTA,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0968,ELVIRA MEETS VINCENT PRICE #2 CVR B SAMU,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0969,ELVIRA MEETS VINCENT PRICE #2 CVR C MARQUES & BONE,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0970,ELVIRA MEETS VINCENT PRICE #2 CVR D PHOTO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0971,ELVIRA MEETS VINCENT PRICE #2 CVR E 1-10 PHOTO B&W,,5.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0974,ELVIRA MEETS VINCENT PRICE #2 CVR H ACOSTA LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0975,INVINCIBLE RED SONJA #5 CVR A CONNER,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0976,INVINCIBLE RED SONJA #5 CVR B LINSNER,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0977,INVINCIBLE RED SONJA #5 CVR C CELINA,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0978,INVINCIBLE RED SONJA #5 CVR D CHO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0979,INVINCIBLE RED SONJA #5 CVR E COSPLAY,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0980,INVINCIBLE RED SONJA #5 CVR F 1-10 COHEN TRADE DRESS,,5.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0981,INVINCIBLE RED SONJA #5 CVR G 1-15 CONNER B&W,,9.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0985,INVINCIBLE RED SONJA #5 CVR K CONNER LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0986,INVINCIBLE RED SONJA #5 CVR L LINSNER LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0987,INVINCIBLE RED SONJA #5 CVR M CELINA LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0988,KISS PHANTOM OBSESSION #2 CVR A LEE,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0989,KISS PHANTOM OBSESSION #2 CVR B SAYGER,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0990,KISS PHANTOM OBSESSION #2 CVR C SEELEY,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0991,KISS PHANTOM OBSESSION #2 CVR D CELOR,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0992,KISS PHANTOM OBSESSION #2 CVR E PHOTO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/0997,KISS PHANTOM OBSESSION #2 CVR J LEE LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0998,KISS PHANTOM OBSESSION #2 CVR K SAYGER LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/0999,SONJAVERSAL #8 CVR A PARRILLO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1000,SONJAVERSAL #8 CVR B LINSNER,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1001,SONJAVERSAL #8 CVR C LEE & CHUNG,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1002,SONJAVERSAL #8 CVR D YOON,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1003,SONJAVERSAL #8 CVR E COSPLAY,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1004,SONJAVERSAL #8 CVR F 1-10 LINSNER B&W,,5.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1009,SONJAVERSAL #8 CVR K LEE LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1010,SONJAVERSAL #8 CVR L LINSNER LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1011,SONJAVERSAL #8 CVR M PARRILLO LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1012,VAMPIRELLA #24 CVR A PARRILLO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1013,VAMPIRELLA #24 CVR B MASTRAZZO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1014,VAMPIRELLA #24 CVR C MAER,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1015,VAMPIRELLA #24 CVR D GUNDUZ,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1016,VAMPIRELLA #24 CVR E COSPLAY,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1017,VAMPIRELLA #24 CVR F 1-10 PARRILLO B&W,,5.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1018,VAMPIRELLA #24 CVR G 1-20 GUNDUZ B&W,,11.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1022,VAMPIRELLA #24 CVR K PARRILLO LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1023,VAMPIRELLA #24 CVR L MAER LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1024,VENGEANCE OF VAMPIRELLA #22 CVR A PARRILLO,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1025,VENGEANCE OF VAMPIRELLA #22 CVR B OLIVER,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1026,VENGEANCE OF VAMPIRELLA #22 CVR C SEGOVIA,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1027,VENGEANCE OF VAMPIRELLA #22 CVR D COSPLAY,,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1028,VENGEANCE OF VAMPIRELLA #22 CVR E 1-10 SEGOVIA VIRGIN,,5.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1029,VENGEANCE OF VAMPIRELLA #22 CVR F 1-20 COSPLAY VIRGIN,,11.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1032,VENGEANCE OF VAMPIRELLA #22 CVR I PARRILLO LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1033,VENGEANCE OF VAMPIRELLA #22 CVR J OLIVER LTD VIRGIN,,29.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1034,GEORGE RR MARTIN A CLASH OF KINGS #15 CVR A MILLER (MR),,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1035,GEORGE RR MARTIN A CLASH OF KINGS #15 CVR B RUBI (MR),,3.1,,,D. E./DYNAMITE ENTERTAINMENT
394/1039,VAMPIRELLA JOSE GONZALEZ STATUE DIAMOND EYE,,337.84,,,D. E./DYNAMITE ENTERTAINMENT
394/1040,WOMEN DYNAMITE RED SONJA ARTHUR ADAMS BUST BLOOD PROOF,,191.44,,,D. E./DYNAMITE ENTERTAINMENT
394/1041,BOYS #1 GOLD FOIL ED,,12.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1042,REANIMATOR FORMULA ENAMEL PIN,,11.25,,,D. E./DYNAMITE ENTERTAINMENT
394/1043,ELVIRA METAL CRYPT CARDS,,38.9,,,D. E./DYNAMITE ENTERTAINMENT
394/1044,CHAOS METAL CVR COMICS CHASTITY #1,,59.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1045,CHAOS METAL CVR COMICS CHAOS #1,,59.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1046,CHAOS METAL CVR COMICS EVIL ERNIE #1,,59.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1047,CHAOS METAL CVR COMICS LADY DEMON #1,,59.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1048,VAMPIRELLA HALLOWEEN SP LTD METAL CVR,,59.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1049,BETTIE PAGE HALLOWEEN SP LTD METAL CVR,,59.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1050,RED SONJA HALLOWEEN SP LTD METAL CVR,,59.99,,,D. E./DYNAMITE ENTERTAINMENT
394/1051,SMILEY PSYCHOTIC BUTTON BOTTLE OPENER,,20.47,,,D. E./DYNAMITE ENTERTAINMENT
394/1052,CHAOS 25TH ANN ULTRA PREMIUM SKETCH CARD,,38.9,,,D. E./DYNAMITE ENTERTAINMENT
394/1053,VAMPIRELLA ROSE BESCH GOLD COLL COIN,,30.69,,,D. E./DYNAMITE ENTERTAINMENT
394/1054,RED SONJA ANDOLFO GOLD COLL COIN,,30.69,,,D. E./DYNAMITE ENTERTAINMENT
394/1055,ARTGERM VAMPIRELLA COLL BUST,,133.09,,,D. E./DYNAMITE ENTERTAINMENT
394/1056,VAMPIRELLA MOMOKO VAMPIRELLA #12 COLL COIN,,30.69,,,D. E./DYNAMITE ENTERTAINMENT
394/1057,VAMPIRELLA LAU COLLECTIBLE COIN,,30.69,,,D. E./DYNAMITE ENTERTAINMENT
394/1058,RED SONJA PARRILLO COLLECTIBLE COIN,,30.69,,,D. E./DYNAMITE ENTERTAINMENT
394/1059,SHORT WHILE ORIGINAL GN HC (MR),,17.95,,,BOOM! STUDIOS
394/1060,MAW #1 (OF 5) CVR A KRISTANTINA (MR),,3.1,,,BOOM! STUDIOS
394/1061,MAW #1 (OF 5) CVR B HUTCHISON-CATES (MR),,3.1,,,BOOM! STUDIOS
394/1062,MAW #1 (OF 5) CVR C HARDING (MR),,3.1,,,BOOM! STUDIOS
394/1065,MAW #1 (OF 5) CVR F UNLOCKABLE VAR HARDING (MR),,3.1,,,BOOM! STUDIOS
394/1066,FIREFLY BLUE SUN RISING DLX ED HC,,41.99,,,BOOM! STUDIOS
394/1067,FIREFLY RIVER RUN #1 CVR A WARD,,6.09,,,BOOM! STUDIOS
394/1068,FIREFLY RIVER RUN #1 CVR B GORHAM,,6.09,,,BOOM! STUDIOS
394/1069,FIREFLY RIVER RUN #1 CVR C FOIL INTERMIX,,6.9,,,BOOM! STUDIOS
394/1070,FIREFLY RIVER RUN #1 CVR D 1-10 GORHAM,,5.99,,,BOOM! STUDIOS
394/1071,FIREFLY RIVER RUN #1 CVR E 1-25 WARD,,14.99,,,BOOM! STUDIOS
394/1072,FIREFLY RIVER RUN #1 CVR F UNLOCKABLE VAR GORHAM,,6.09,,,BOOM! STUDIOS
394/1073,FIREFLY #33 CVR A BENGAL,,3.1,,,BOOM! STUDIOS
394/1074,FIREFLY #33 CVR B CARPENTER,,3.1,,,BOOM! STUDIOS
394/1075,FIREFLY #33 CVR C 1-10 BENGAL,,5.99,,,BOOM! STUDIOS
394/1076,FIREFLY #33 CVR D 1-25 CAMUNCOLI,,14.99,,,BOOM! STUDIOS
394/1077,BUFFY THE VAMPIRE SLAYER #29 CVR A FRANY,,3.1,,,BOOM! STUDIOS
394/1078,BUFFY THE VAMPIRE SLAYER #29 CVR B GEORGIEV,,3.1,,,BOOM! STUDIOS
394/1079,BUFFY THE VAMPIRE SLAYER #29 CVR C 1-10 FRANY,,5.99,,,BOOM! STUDIOS
394/1080,BUFFY THE VAMPIRE SLAYER #29 CVR D 1-25 ROE,,17.5,,,BOOM! STUDIOS
394/1081,BUFFY THE VAMPIRE SLAYER #29 CVR E UNLOCKABLE VAR GEORGIEV,,3.1,,,BOOM! STUDIOS
394/1082,MAGIC THE GATHERING (MTG) #6 CVR A KHALIDAH,,3.85,,,BOOM! STUDIOS
394/1083,MAGIC THE GATHERING (MTG) #6 CVR B RICCARDI,,3.85,,,BOOM! STUDIOS
394/1084,MAGIC THE GATHERING (MTG) #6 CVR C HIDDEN SPARK VAR,,3.85,,,BOOM! STUDIOS
394/1088,MIGHTY MORPHIN #11 CVR A LEE,,3.1,,,BOOM! STUDIOS
394/1089,MIGHTY MORPHIN #11 CVR B LEGACY VAR CARLINI,,3.1,,,BOOM! STUDIOS
394/1093,MIGHTY MORPHIN #11 CVR F FOC REVEAL VAR TORQUE,,3.1,,,BOOM! STUDIOS
394/1094,MIGHTY MORPHIN #11 CVR G FOC REVEAL 1-10 VAR,,5.99,,,BOOM! STUDIOS
394/1095,MIGHTY MORPHIN #11 CVR H UNLOCKABLE VAR MONTES,,3.1,,,BOOM! STUDIOS
394/1096,POWER RANGERS #11 CVR A PAREL,,3.1,,,BOOM! STUDIOS
394/1097,POWER RANGERS #11 CVR B LEGACY VAR DI NICUOLO,,3.1,,,BOOM! STUDIOS
394/1101,POWER RANGERS #11 CVR F FOC REVEAL VAR PARK,,3.1,,,BOOM! STUDIOS
394/1103,POWER RANGERS #11 CVR H UNLOCKABLE VAR GONZALES,,3.1,,,BOOM! STUDIOS
394/1104,MIGHTY MORPHIN POWER RANGERS NECESSARY EVIL DLX ED HC VOL 01,,41.99,,,BOOM! STUDIOS
394/1105,POWER RANGERS UNLTD EDGE OF DARKNESS TP,,10.75,,,BOOM! STUDIOS
394/1106,BRZRKR (BERZERKER) #5 (OF 12) CVR A GARBETT (MR),,3.1,,,BOOM! STUDIOS
394/1107,BRZRKR (BERZERKER) #5 (OF 12) CVR B CAMUNCOLI (MR),,3.1,,,BOOM! STUDIOS
394/1108,BRZRKR (BERZERKER) #5 (OF 12) CVR C GARBETT FOIL (MR),,3.85,,,BOOM! STUDIOS
394/1109,BRZRKR (BERZERKER) #5 (OF 12) CVR D CAMUNCOLI FOIL (MR),,3.85,,,BOOM! STUDIOS
